,Activity,Age,Country,Fatal (Y/N),Sex,Type,Decade
1809,Boogie Boarding,48,USA,N,M,Unprovoked,2000
1810,Swimming,34,USA,N,F,Unprovoked,2000
1812,Surfing,21,USA,N,M,Unprovoked,2000
1813,Boogie Boarding,16,USA,N,M,Unprovoked,2000
1815,Swimming,60,USA,N,F,Unprovoked,2000
1817,Surfing,21,USA,N,M,Unprovoked,2000
1818,Surfing,14,USA,N,M,Unprovoked,2000
1819,Surfing,35,USA,N,M,Unprovoked,2000
1820,Surfing,18,USA,N,M,Unprovoked,2000
1821,Surfing,47,USA,N,M,Unprovoked,2000
1822,Surfing,32,USA,N,M,Unprovoked,2000
1823,Fishing,55,USA,N,M,Unprovoked,2000
1824,Fishing,26,USA,N,M,Provoked,2000
1826,Boogie Boarding,24,USA,N,M,Unprovoked,2000
1827,Surfing,35,USA,N,M,Unprovoked,2000
1829,Boogie Boarding,26,USA,N,,Unprovoked,2000
1831,Boogie Boarding,20,USA,N,M,Unprovoked,2000
1832,Several,36,USA,N,M,Provoked,2000
1833,Surfing,16,USA,N,M,Unprovoked,2000
1834,Swimming,29,USA,N,F,Unprovoked,2000
1835,Surfing,27,USA,N,M,Unprovoked,2000
1836,Surfing,15,USA,N,M,Unprovoked,2000
1837,Several,15,USA,N,M,Unprovoked,2000
1839,Several,14,USA,N,M,Unprovoked,2000
1840,Surfing,13,USA,N,M,Unprovoked,2000
1841,Swimming,15,USA,N,F,Unprovoked,2000
1842,Surfing,19,USA,N,M,Provoked,2000
1843,Several,41,USA,Y,M,Provoked,2000
1845,Several,9,USA,N,F,Unprovoked,2000
1847,Swimming,11,USA,N,F,Unprovoked,2000
1851,Several,26,USA,N,,Unprovoked,2000
1852,Surfing,28,USA,N,M,Unprovoked,2000
1853,Surfing,50,USA,N,M,Unprovoked,2000
1854,Swimming,10,USA,N,M,Unprovoked,2000
1856,Surfing,24,USA,N,M,Unprovoked,2000
1857,Floating,16,USA,N,M,Unprovoked,2000
1858,Fishing,55,USA,N,M,Provoked,2000
1859,Playing,35,USA,N,M,Unprovoked,2000
1862,Fishing,31,USA,N,M,Unprovoked,2000
1867,Surfing,34,USA,N,M,Unprovoked,2000
1868,Surfing,28,USA,N,M,Unprovoked,2000
1871,Fishing,41,USA,N,M,Unprovoked,2000
1872,Swimming,29,USA,N,M,Unprovoked,2000
1873,Boogie Boarding,17,USA,N,M,Unprovoked,2000
1874,Fishing,11,USA,N,F,Unprovoked,2000
1876,Swimming,20,USA,N,M,Unprovoked,2000
1877,Diving,39,USA,N,M,Unprovoked,2000
1878,Surfing,31,USA,N,M,Unprovoked,2000
1889,Diving,35,USA,N,M,Unprovoked,2000
1892,Surfing,26,USA,N,,Unprovoked,2000
1898,Surfing,21,USA,N,M,Provoked,2000
1899,Surfing,14,USA,N,M,Unprovoked,2000
1900,Several,42,USA,Y,M,Not confirmed,2000
1901,Boogie Boarding,26,USA,N,M,Unprovoked,2000
1902,Surfing,16,USA,N,M,Unprovoked,2000
1904,Fishing,44,USA,N,M,Provoked,2000
1905,Walking,13,USA,N,M,Unprovoked,2000
1906,Swimming,26,USA,N,F,Not confirmed,2000
1907,Swimming,28,USA,Y,M,Unprovoked,2000
1908,Swimming,23,USA,N,F,Unprovoked,2000
1909,Fishing,20,USA,N,M,Unprovoked,2000
1910,Swimming,10,USA,Y,M,Unprovoked,2000
1912,Several,29,USA,N,F,Unprovoked,2000
1913,Fishing,69,USA,N,M,Unprovoked,2000
1914,Several,18,USA,N,M,Unprovoked,2000
1915,Several,18,USA,N,M,Unprovoked,2000
1916,Surfing,17,USA,N,M,Unprovoked,2000
1917,Surfing,27,USA,N,M,Unprovoked,2000
1918,Surfing,32,USA,N,M,Unprovoked,2000
1919,Surfing,17,USA,N,F,Unprovoked,2000
1920,Surfing,17,USA,N,F,Unprovoked,2000
1921,Surfing,20,USA,N,M,Unprovoked,2000
1922,Surfing,19,USA,N,M,Unprovoked,2000
1923,Surfing,19,USA,N,M,Unprovoked,2000
1926,,26,USA,N,F,Unprovoked,2000
1929,,26,USA,N,F,Unprovoked,2000
1930,,26,USA,N,M,Unprovoked,2000
1931,,26,USA,N,F,Unprovoked,2000
1932,Fishing,26,USA,N,,Boat,2000
1933,Surfing,48,USA,N,M,Unprovoked,2000
1934,Boogie Boarding,18,USA,N,M,Unprovoked,2000
1936,Swimming,8,USA,N,M,Unprovoked,2000
1937,,26,USA,N,,Unprovoked,2000
1938,Floating,35,USA,N,M,Unprovoked,2000
1939,Swimming,14,USA,N,M,Unprovoked,2000
1940,Several,52,USA,N,M,Provoked,2000
1942,Fishing,29,USA,N,F,Unprovoked,2000
1943,,16,USA,N,M,Unprovoked,2000
1945,Swimming,26,USA,N,M,Unprovoked,2000
1950,Surfing,45,USA,N,M,Unprovoked,2000
1952,Boogie Boarding,14,USA,N,M,Unprovoked,2000
1953,Surfing,16,USA,N,M,Unprovoked,2000
1954,Surfing,12,USA,N,M,Unprovoked,2000
1955,,26,USA,N,M,Unprovoked,2000
1956,Surfing,38,USA,N,M,Unprovoked,2000
1957,Surfing,21,USA,N,M,Unprovoked,2000
1958,Boogie Boarding,12,USA,N,M,Unprovoked,2000
1959,Surfing,22,USA,N,M,Unprovoked,2000
1960,Surfing,19,USA,N,M,Unprovoked,2000
1961,Surfing,22,USA,N,M,Unprovoked,2000
1962,Surfing,26,USA,N,M,Unprovoked,2000
1963,Surfing,16,USA,N,,Unprovoked,2000
1966,Several,26,USA,N,M,Unprovoked,2000
1969,Boogie Boarding,26,USA,N,M,Unprovoked,2000
1970,Surfing,26,USA,N,M,Unprovoked,2000
1980,Surfing,26,USA,N,M,Unprovoked,2000
1990,Swimming,73,USA,N,M,Unprovoked,2000
1991,Several,27,USA,,F,Not confirmed,2000
1994,Surfing,27,USA,N,M,Unprovoked,2000
1996,Surfing,23,USA,N,M,Unprovoked,2000
1997,Swimming,56,USA,N,F,Unprovoked,2000
1998,Swimming,69,USA,N,M,Unprovoked,2000
1999,Surfing,17,USA,N,M,Unprovoked,2000
2000,Surfing,23,USA,N,M,Unprovoked,2000
2001,Surfing,11,USA,N,M,Unprovoked,2000
2002,Surfing,24,USA,N,M,Unprovoked,2000
2003,Several,26,USA,N,M,Unprovoked,2000
2008,,26,USA,N,,Unprovoked,2000
2009,Surfing,49,USA,N,M,Unprovoked,2000
2010,Surfing,26,USA,N,F,Unprovoked,2000
2011,Swimming,25,USA,N,M,Unprovoked,2000
2012,Swimming,8,USA,N,M,Unprovoked,2000
2015,Fishing,40,USA,N,M,Unprovoked,2000
2018,Swimming,47,USA,N,M,Unprovoked,2000
2019,Several,69,USA,Y,M,Unprovoked,2000
2020,Several,26,USA,N,M,Provoked,2000
2021,Swimming,26,USA,N,M,Unprovoked,2000
2022,Surfing,53,USA,N,M,Unprovoked,2000
2023,Surfing,27,USA,N,M,Unprovoked,2000
2024,Several,44,USA,N,F,Unprovoked,2000
2025,Swimming,26,USA,,M,Not confirmed,2000
2026,Several,26,USA,,M,Not confirmed,2000
2028,,5,USA,N,M,Unprovoked,2000
2029,Diving,45,USA,N,F,Unprovoked,2000
2030,Surfing,16,USA,N,M,Unprovoked,2000
2031,Surfing,14,USA,N,M,Unprovoked,2000
2036,Fishing,13,USA,N,M,Unprovoked,2000
2037,Swimming,41,USA,N,M,Unprovoked,2000
2038,Several,5,USA,N,M,Unprovoked,2000
2039,Playing,12,USA,N,F,Unprovoked,2000
2040,Fishing,20,USA,N,F,Unprovoked,2000
2041,Fishing,55,USA,N,F,Unprovoked,2000
2042,Fishing,13,USA,N,F,Unprovoked,2000
2043,Several,19,USA,N,F,Unprovoked,2000
2047,Several,52,USA,N,M,Unprovoked,2000
2048,Sailing,26,USA,N,,Boat,2000
2049,Surfing,17,USA,N,M,Unprovoked,2000
2050,Swimming,55,USA,N,M,Unprovoked,2000
2051,Swimming,44,USA,N,M,Unprovoked,2000
2052,Diving,13,USA,N,M,Unprovoked,2000
2058,Several,34,USA,N,M,Unprovoked,2000
2059,Boogie Boarding,26,USA,N,M,Unprovoked,2000
2060,Fishing,26,USA,N,M,Unprovoked,2000
2062,Boogie Boarding,14,USA,N,F,Unprovoked,2000
2063,Surfing,37,USA,N,M,Unprovoked,2000
2070,Several,39,USA,N,M,Unprovoked,2000
2071,,27,USA,N,M,Unprovoked,2000
2078,Fishing,26,USA,N,M,Boat,2000
2083,Diving,26,USA,,M,Not confirmed,1990
2085,Surfing,35,USA,N,M,Unprovoked,1990
2086,Surfing,19,USA,N,M,Unprovoked,1990
2087,Swimming,51,USA,N,F,Unprovoked,1990
2088,Surfing,26,USA,N,M,Unprovoked,1990
2093,Boogie Boarding,45,USA,N,M,Unprovoked,1990
2094,Surfing,13,USA,N,M,Unprovoked,1990
2095,Surfing,26,USA,N,M,Unprovoked,1990
2096,Surfing,16,USA,N,M,Unprovoked,1990
2097,Several,22,USA,N,M,Unprovoked,1990
2099,Several,37,USA,N,M,Unprovoked,1990
2100,Fishing,61,USA,N,F,Unprovoked,1990
2101,Fishing,10,USA,N,F,Unprovoked,1990
2102,Surfing,13,USA,N,M,Unprovoked,1990
2103,Fishing,7,USA,N,M,Provoked,1990
2104,Several,39,USA,N,M,Unprovoked,1990
2105,Surfing,28,USA,N,M,Unprovoked,1990
2106,Surfing,26,USA,N,M,Unprovoked,1990
2108,Surfing,17,USA,N,M,Unprovoked,1990
2109,Several,10,USA,N,M,Unprovoked,1990
2110,Surfing,62,USA,N,M,Unprovoked,1990
2113,Swimming,43,USA,N,M,Unprovoked,1990
2114,Surfing,43,USA,N,M,Unprovoked,1990
2116,,26,USA,N,M,Unprovoked,1990
2117,Fishing,30,USA,N,F,Unprovoked,1990
2119,Several,20,USA,N,M,Unprovoked,1990
2120,Surfing,21,USA,N,M,Unprovoked,1990
2121,Swimming,41,USA,N,M,Unprovoked,1990
2122,Several,5,USA,N,M,Unprovoked,1990
2127,Surfing,14,USA,N,M,Unprovoked,1990
2130,Swimming,29,USA,Y,F,Unprovoked,1990
2133,Surfing,18,USA,N,M,Unprovoked,1990
2134,Swimming,29,USA,N,F,Unprovoked,1990
2135,Several,26,USA,N,,Boat,1990
2137,Surfing,25,USA,N,M,Unprovoked,1990
2144,Surfing,26,USA,,M,Not confirmed,1990
2145,Surfing,19,USA,N,M,Provoked,1990
2150,Swimming,9,USA,Y,M,Unprovoked,1990
2151,Surfing,14,USA,N,M,Unprovoked,1990
2152,Several,13,USA,N,M,Unprovoked,1990
2153,Surfing,32,USA,N,M,Unprovoked,1990
2156,Swimming,17,USA,N,F,Unprovoked,1990
2158,Surfing,26,USA,N,M,Unprovoked,1990
2161,,28,USA,N,M,Unprovoked,1990
2162,Surfing,6,USA,N,M,Unprovoked,1990
2163,Surfing,18,USA,N,M,Unprovoked,1990
2165,Surfing,28,USA,N,M,Unprovoked,1990
2167,Surfing,26,USA,N,M,Unprovoked,1990
2169,Boogie Boarding,16,USA,N,M,Unprovoked,1990
2170,Several,26,USA,N,M,Unprovoked,1990
2172,Boogie Boarding,11,USA,N,M,Unprovoked,1990
2177,Surfing,13,USA,N,M,Unprovoked,1990
2183,Surfing,18,USA,N,M,Unprovoked,1990
2188,Surfing,40,USA,N,M,Unprovoked,1990
2189,Swimming,14,USA,N,F,Unprovoked,1990
2190,Swimming,24,USA,N,M,Unprovoked,1990
2193,Surfing,50,USA,N,M,Unprovoked,1990
2194,Diving,16,USA,N,M,Provoked,1990
2197,Swimming,40,USA,N,M,Unprovoked,1990
2199,Swimming,32,USA,N,M,Unprovoked,1990
2200,Swimming,26,USA,N,M,Unprovoked,1990
2209,Fishing,26,USA,N,M,Unprovoked,1990
2212,,29,USA,,F,Not confirmed,1990
2213,Swimming,8,USA,N,M,Unprovoked,1990
2215,Swimming,32,USA,N,M,Unprovoked,1990
2218,Boogie Boarding,19,USA,N,M,Unprovoked,1990
2219,Surfing,23,USA,N,M,Unprovoked,1990
2220,Surfing,12,USA,N,M,Unprovoked,1990
2222,Swimming,14,USA,N,F,Unprovoked,1990
2224,Surfing,12,USA,N,M,Unprovoked,1990
2225,Surfing,17,USA,N,,Unprovoked,1990
2226,Surfing,20,USA,N,M,Unprovoked,1990
2227,Surfing,18,USA,N,M,Unprovoked,1990
2228,Walking,22,USA,N,M,Unprovoked,1990
2229,Surfing,29,USA,N,M,Unprovoked,1990
2232,Floating,12,USA,N,F,Unprovoked,1990
2235,Boogie Boarding,17,USA,N,M,Unprovoked,1990
2236,Surfing,26,USA,N,M,Unprovoked,1990
2237,Fishing,10,USA,N,F,Unprovoked,1990
2238,Fishing,26,USA,N,M,Unprovoked,1990
2239,Surfing,17,USA,N,M,Unprovoked,1990
2240,Fishing,19,USA,N,M,Unprovoked,1990
2244,Several,50,USA,N,M,Unprovoked,1990
2247,Fishing,26,USA,N,M,Unprovoked,1990
2249,Surfing,18,USA,N,M,Unprovoked,1990
2251,Surfing,33,USA,N,M,Unprovoked,1990
2252,Several,35,USA,N,M,Unprovoked,1990
2253,Surfing,34,USA,N,M,Unprovoked,1990
2254,Surfing,12,USA,N,M,Unprovoked,1990
2260,,26,USA,U,M,Unprovoked,1990
2271,Surfing,45,USA,N,M,Unprovoked,1990
2272,Surfing,26,USA,N,M,Unprovoked,1990
2276,Surfing,22,USA,N,M,Unprovoked,1990
2277,Surfing,21,USA,N,M,Unprovoked,1990
2278,Surfing,31,USA,N,M,Unprovoked,1990
2280,Swimming,14,USA,N,M,Unprovoked,1990
2282,Surfing,19,USA,N,M,Unprovoked,1990
2283,Several,5,USA,N,M,Unprovoked,1990
2284,Several,28,USA,N,M,Unprovoked,1990
2285,Boogie Boarding,28,USA,,F,Not confirmed,1990
2287,Boogie Boarding,19,USA,N,M,Unprovoked,1990
2288,Diving,36,USA,N,M,Unprovoked,1990
2289,Fishing,21,USA,N,M,Unprovoked,1990
2290,Several,8,USA,N,F,Unprovoked,1990
2293,Swimming,46,USA,N,M,Unprovoked,1990
2294,Swimming,9,USA,N,M,Unprovoked,1990
2295,,26,USA,U,,Unprovoked,1990
2296,,18,USA,N,M,Unprovoked,1990
2297,Several,63,USA,N,F,Unprovoked,1990
2299,Surfing,24,USA,N,F,Unprovoked,1990
2304,Surfing,22,USA,N,M,Unprovoked,1990
2306,Surfing,27,USA,N,M,Unprovoked,1990
2307,,26,USA,U,M,Unprovoked,1990
2314,Swimming,32,USA,N,F,Provoked,1990
2320,Fishing,33,USA,N,M,Provoked,1990
2322,Swimming,53,USA,N,M,Unprovoked,1990
2327,Surfing,26,USA,N,M,Unprovoked,1990
2328,,26,USA,U,M,Unprovoked,1990
2330,,26,USA,,M,Not confirmed,1990
2333,Boogie Boarding,13,USA,N,M,Unprovoked,1990
2334,Surfing,17,USA,N,M,Unprovoked,1990
2336,Surfing,39,USA,N,M,Unprovoked,1990
2337,Surfing,14,USA,N,M,Unprovoked,1990
2338,Surfing,17,USA,N,M,Unprovoked,1990
2339,Surfing,25,USA,N,M,Unprovoked,1990
2340,Surfing,19,USA,N,M,Unprovoked,1990
2341,Swimming,19,USA,N,F,Unprovoked,1990
2343,Diving,25,USA,Y,M,Unprovoked,1990
2345,Diving,32,USA,N,M,Unprovoked,1990
2346,Swimming,9,USA,,M,Not confirmed,1990
2347,Surfing,19,USA,N,M,Unprovoked,1990
2348,Several,44,USA,N,M,Unprovoked,1990
2350,Surfing,16,USA,N,M,Unprovoked,1990
2351,Surfing,18,USA,N,M,Unprovoked,1990
2352,Swimming,16,USA,N,M,Unprovoked,1990
2353,Swimming,23,USA,N,M,Unprovoked,1990
2354,Surfing,19,USA,N,M,Unprovoked,1990
2355,Diving,26,USA,N,,Unprovoked,1990
2357,Fishing,20,USA,N,M,Unprovoked,1990
2358,Swimming,15,USA,,M,Not confirmed,1990
2359,Surfing,20,USA,N,M,Unprovoked,1990
2360,Surfing,14,USA,N,F,Unprovoked,1990
2361,Boogie Boarding,12,USA,N,M,Unprovoked,1990
2363,Diving,26,USA,,M,Not confirmed,1990
2364,Surfing,26,USA,N,M,Unprovoked,1990
2365,Surfing,26,USA,N,M,Unprovoked,1990
2366,Surfing,18,USA,N,M,Unprovoked,1990
2367,Several,18,USA,N,M,Unprovoked,1990
2368,,12,USA,N,M,Unprovoked,1990
2369,Swimming,7,USA,N,F,Unprovoked,1990
2370,Boogie Boarding,47,USA,N,M,Unprovoked,1990
2373,Surfing,34,USA,N,M,Unprovoked,1990
2374,Fishing,32,USA,N,F,Provoked,1990
2375,Several,26,USA,N,M,Provoked,1990
2376,Diving,31,USA,N,M,Unprovoked,1990
2377,Several,26,USA,N,F,Unprovoked,1990
2378,Playing,13,USA,N,M,Unprovoked,1990
2379,Surfing,26,USA,N,M,Unprovoked,1990
2380,Swimming,45,USA,N,M,Unprovoked,1990
2381,Swimming,10,USA,N,F,Unprovoked,1990
2382,Swimming,38,USA,N,M,Unprovoked,1990
2386,Surfing,15,USA,N,M,Unprovoked,1990
2390,,12,USA,,M,Not confirmed,1990
2391,,20,USA,N,M,Unprovoked,1990
2403,Diving,26,USA,,M,Not confirmed,1990
2404,,26,USA,U,M,Unprovoked,1990
2406,Surfing,26,USA,N,,Unprovoked,1990
2411,Diving,42,USA,Y,M,Unprovoked,1990
2414,Surfing,34,USA,N,F,Unprovoked,1990
2415,Surfing,26,USA,N,,Unprovoked,1990
2418,Fishing,9,USA,N,F,Provoked,1990
2419,Surfing,16,USA,N,M,Unprovoked,1990
2420,Swimming,30,USA,N,F,Unprovoked,1990
2421,Surfing,43,USA,N,M,Unprovoked,1990
2422,Several,26,USA,Y,M,Sea Disaster,1990
2423,Several,12,USA,N,F,Unprovoked,1990
2431,Surfing,15,USA,N,M,Unprovoked,1990
2433,Surfing,24,USA,N,M,Unprovoked,1990
2434,Surfing,28,USA,N,M,Unprovoked,1990
2435,Several,35,USA,N,M,Unprovoked,1990
2436,Fishing,36,USA,N,F,Unprovoked,1990
2437,Fishing,26,USA,N,M,Unprovoked,1990
2438,Surfing,22,USA,N,M,Unprovoked,1990
2439,,25,USA,,F,Not confirmed,1990
2442,Diving,71,USA,N,M,Unprovoked,1990
2446,Accident,33,USA,N,M,Provoked,1990
2449,Surfing,23,USA,N,M,Unprovoked,1990
2450,Fishing,26,USA,N,M,Provoked,1990
2454,Surfing,26,USA,Y,M,Unprovoked,1990
2460,Surfing,26,USA,N,M,Unprovoked,1990
2461,Surfing,26,USA,Y,M,Unprovoked,1990
2462,Swimming,30,USA,N,M,Unprovoked,1990
2464,Surfing,26,USA,N,M,Unprovoked,1990
2466,Surfing,26,USA,N,M,Unprovoked,1990
2467,Swimming,26,USA,N,F,Unprovoked,1990
2468,Several,34,USA,N,F,Boat,1990
2469,Surfing,26,USA,N,,Unprovoked,1990
2474,Fishing,19,USA,N,M,Unprovoked,1990
2475,,16,USA,N,M,Unprovoked,1990
2478,Surfing,13,USA,N,,Unprovoked,1990
2479,Surfing,26,USA,N,M,Unprovoked,1990
2480,Several,26,USA,N,,Boat,1990
2481,Several,19,USA,N,F,Unprovoked,1990
2483,Diving,39,USA,N,M,Unprovoked,1990
2487,Playing,12,USA,N,F,Unprovoked,1990
2492,Boogie Boarding,22,USA,N,M,Unprovoked,1990
2496,Swimming,26,USA,N,F,Unprovoked,1990
2501,Floating,25,USA,N,M,Unprovoked,1990
2503,Boogie Boarding,35,USA,N,M,Unprovoked,1990
2504,Diving,55,USA,N,M,Unprovoked,1990
2512,Surfing,29,USA,N,M,Unprovoked,1990
2516,Diving,26,USA,N,,Unprovoked,1990
2517,Several,10,USA,N,M,Unprovoked,1990
2518,Several,30,USA,N,M,Unprovoked,1990
2519,Fishing,31,USA,N,M,Unprovoked,1990
2520,Surfing,19,USA,N,M,Unprovoked,1990
2521,Surfing,24,USA,N,M,Unprovoked,1990
2522,Several,46,USA,N,M,Boat,1990
2524,Diving,40,USA,N,M,Unprovoked,1990
2525,Surfing,17,USA,N,M,Unprovoked,1990
2526,Boogie Boarding,18,USA,Y,M,Unprovoked,1990
2527,Diving,40,USA,N,M,Unprovoked,1990
2528,Surfing,28,USA,N,M,Unprovoked,1990
2533,Surfing,20,USA,N,M,Unprovoked,1990
2534,Several,18,USA,N,F,Unprovoked,1990
2536,Surfing,26,USA,N,M,Unprovoked,1990
2539,Several,26,USA,,M,Not confirmed,1990
2540,Surfing,22,USA,N,M,Unprovoked,1990
2541,Diving,26,USA,N,M,Provoked,1990
2542,Fishing,26,USA,,M,Not confirmed,1990
2543,Several,26,USA,,M,Not confirmed,1990
2544,Several,42,USA,N,F,Unprovoked,1990
2552,Diving,45,USA,,M,Not confirmed,1990
2557,Surfing,36,USA,N,F,Unprovoked,1990
2561,Surfing,21,USA,N,M,Unprovoked,1990
2562,Boogie Boarding,26,USA,Y,M,Unprovoked,1990
2573,Diving,25,USA,N,M,Unprovoked,1990
2574,Diving,41,USA,Y,F,Unprovoked,1990
2575,Diving,26,USA,N,F,Unprovoked,1990
2576,Fishing,26,USA,Y,M,Unprovoked,1990
2577,Fishing,26,USA,N,M,Provoked,1990
2579,Surfing,21,USA,N,M,Unprovoked,1990
2580,Surfing,32,USA,N,M,Unprovoked,1990
2584,Swimming,23,USA,N,M,Unprovoked,1990
2585,Fishing,10,USA,N,F,Unprovoked,1990
2586,Fishing,26,USA,N,M,Provoked,1990
2588,Diving,39,USA,N,M,Unprovoked,1990
2589,Swimming,42,USA,N,M,Unprovoked,1990
2590,Swimming,22,USA,N,M,Unprovoked,1990
2592,Surfing,32,USA,N,M,Unprovoked,1990
2593,Boogie Boarding,13,USA,N,M,Unprovoked,1990
2596,Surfing,18,USA,N,M,Unprovoked,1990
2597,Swimming,31,USA,N,M,Unprovoked,1990
2599,Several,23,USA,N,M,Unprovoked,1990
2602,Diving,26,USA,N,,Provoked,1990
2603,Surfing,22,USA,N,M,Unprovoked,1990
2604,Several,26,USA,N,M,Unprovoked,1990
2606,Surfing,38,USA,N,M,Unprovoked,1990
2613,Diving,26,USA,N,F,Unprovoked,1990
2614,Surfing,24,USA,N,M,Unprovoked,1990
2615,Surfing,50,USA,N,M,Unprovoked,1990
2616,Surfing,18,USA,N,M,Unprovoked,1990
2619,Surfing,25,USA,N,M,Unprovoked,1990
2620,Surfing,43,USA,N,M,Unprovoked,1990
2621,Surfing,19,USA,N,M,Unprovoked,1990
2623,Diving,49,USA,N,M,Unprovoked,1990
2624,Several,44,USA,N,M,Boat,1990
2625,Diving,30,USA,,M,Not confirmed,1990
2626,Surfing,22,USA,N,M,Unprovoked,1990
2627,Surfing,26,USA,N,M,Unprovoked,1990
2628,Fishing,18,USA,N,M,Unprovoked,1990
2629,Fishing,53,USA,N,F,Unprovoked,1990
2630,Surfing,17,USA,N,M,Unprovoked,1990
2642,Several,26,USA,N,M,Unprovoked,1990
2645,Diving,26,USA,Y,M,Unprovoked,1990
2646,Several,33,USA,N,M,Unprovoked,1990
2647,Surfing,26,USA,N,M,Unprovoked,1990
2648,Surfing,17,USA,U,M,Unprovoked,1990
2649,Several,26,USA,N,M,Provoked,1980
2654,Several,26,USA,,M,Not confirmed,1980
2658,Diving,26,USA,,M,Not confirmed,1980
2659,Surfing,12,USA,N,M,Unprovoked,1980
2660,Diving,49,USA,,M,Not confirmed,1980
2663,Fishing,51,USA,N,M,Provoked,1980
2664,Several,26,USA,N,,Boat,1980
2665,Diving,38,USA,N,M,Unprovoked,1980
2666,Surfing,31,USA,N,M,Unprovoked,1980
2667,Several,46,USA,N,M,Provoked,1980
2669,Swimming,21,USA,N,M,Unprovoked,1980
2677,Surfing,16,USA,N,M,Unprovoked,1980
2678,Playing,9,USA,N,F,Unprovoked,1980
2679,Several,26,USA,N,M,Unprovoked,1980
2680,Several,45,USA,N,M,Unprovoked,1980
2685,Swimming,19,USA,N,M,Unprovoked,1980
2686,Surfing,26,USA,N,M,Unprovoked,1980
2687,,26,USA,N,,Boat,1980
2688,Boogie Boarding,26,USA,N,M,Unprovoked,1980
2689,Boogie Boarding,26,USA,N,M,Unprovoked,1980
2695,Several,24,USA,,M,Not confirmed,1980
2696,Several,24,USA,Y,F,Unprovoked,1980
2697,Boogie Boarding,10,USA,N,M,Unprovoked,1980
2699,Swimming,26,USA,Y,M,Unprovoked,1980
2702,Fishing,26,USA,N,M,Unprovoked,1980
2707,Surfing,21,USA,N,M,Unprovoked,1980
2709,Surfing,15,USA,N,M,Unprovoked,1980
2710,Surfing,30,USA,N,M,Unprovoked,1980
2711,Surfing,23,USA,N,M,Unprovoked,1980
2713,Fishing,23,USA,N,F,Unprovoked,1980
2714,Surfing,21,USA,N,M,Unprovoked,1980
2715,Several,26,USA,N,F,Unprovoked,1980
2716,Diving,38,USA,Y,M,Unprovoked,1980
2717,Diving,26,USA,N,M,Provoked,1980
2720,Surfing,27,USA,N,M,Unprovoked,1980
2724,Swimming,15,USA,N,F,Unprovoked,1980
2725,Boogie Boarding,37,USA,N,M,Unprovoked,1980
2729,Diving,42,USA,N,M,Unprovoked,1980
2730,Several,37,USA,N,M,Unprovoked,1980
2731,Swimming,12,USA,N,M,Unprovoked,1980
2732,Surfing,25,USA,N,M,Unprovoked,1980
2734,Surfing,31,USA,N,M,Unprovoked,1980
2735,Surfing,29,USA,N,M,Unprovoked,1980
2737,Surfing,26,USA,N,M,Unprovoked,1980
2738,Swimming,24,USA,N,M,Unprovoked,1980
2739,Several,26,USA,,M,Not confirmed,1980
2740,Surfing,14,USA,N,M,Unprovoked,1980
2741,Surfing,26,USA,N,M,Unprovoked,1980
2743,Several,30,USA,N,F,Unprovoked,1980
2744,Surfing,26,USA,N,M,Unprovoked,1980
2754,Fishing,26,USA,N,M,Provoked,1980
2759,Surfing,16,USA,N,M,Unprovoked,1980
2761,Surfing,15,USA,N,M,Unprovoked,1980
2763,Surfing,20,USA,N,M,Unprovoked,1980
2769,Fishing,12,USA,N,M,Unprovoked,1980
2770,Surfing,40,USA,N,M,Unprovoked,1980
2771,Surfing,27,USA,N,M,Unprovoked,1980
2772,Surfing,32,USA,N,F,Unprovoked,1980
2773,Fishing,16,USA,N,F,Unprovoked,1980
2774,Several,26,USA,N,,Boat,1980
2777,Fishing,26,USA,N,M,Provoked,1980
2778,,12,USA,N,M,Unprovoked,1980
2779,Surfing,26,USA,N,M,Unprovoked,1980
2782,Swimming,16,USA,N,F,Unprovoked,1980
2783,Swimming,26,USA,Y,M,Unprovoked,1980
2787,Surfing,26,USA,N,M,Unprovoked,1980
2795,Surfing,40,USA,N,M,Unprovoked,1980
2797,Diving,27,USA,N,M,Unprovoked,1980
2800,Surfing,17,USA,N,M,Unprovoked,1980
2801,Surfing,26,USA,N,M,Unprovoked,1980
2802,Surfing,23,USA,N,M,Unprovoked,1980
2804,Swimming,6,USA,N,F,Unprovoked,1980
2807,Surfing,28,USA,N,M,Unprovoked,1980
2808,,26,USA,,,Not confirmed,1980
2809,Surfing,26,USA,N,,Unprovoked,1980
2810,Surfing,18,USA,N,,Unprovoked,1980
2811,Surfing,16,USA,N,,Unprovoked,1980
2816,,8,USA,N,M,Unprovoked,1980
2820,Fishing,26,USA,Y,M,Unprovoked,1980
2830,Surfing,22,USA,N,M,Unprovoked,1980
2831,Surfing,16,USA,N,M,Unprovoked,1980
2833,,26,USA,N,M,Unprovoked,1980
2835,Boat,26,USA,N,,Boat,1980
2836,Fishing,24,USA,N,M,Provoked,1980
2838,Diving,46,USA,N,M,Unprovoked,1980
2839,Boogie Boarding,33,USA,N,M,Unprovoked,1980
2840,Floating,24,USA,N,M,Unprovoked,1980
2841,Fishing,26,USA,N,M,Provoked,1980
2842,Diving,26,USA,N,M,Unprovoked,1980
2844,Diving,26,USA,N,M,Unprovoked,1980
2845,Swimming,17,USA,,M,Not confirmed,1980
2846,Fishing,87,USA,N,M,Unprovoked,1980
2847,Fishing,11,USA,,M,Not confirmed,1980
